DW_LOCALIDADE;country;state;city;region_name
40a3efff49a59670ffc092eef2d0d4ec5aa19904a4355c45dfafead70d23efbc;US;NJ;Stewartsville;Northeast
71f1a734e2176a39f0739e97572d0dce9f8cce3284bfc74fc82e4e1ea3e6060a;US;WA;Puyallup;Western
4fcb3b1f7b56770c34d0420951d7c76dd95842f47e46fbb032788a5c086c4cca;US;MO;Kansas City;Central
e45274d42501298a434e5db289443d251f3b17a861efc6ef7ac8f5efcae77ede;UK;Não Informado;Bremen;International
c7ce4f7803772a8edacaf8c8f401f6b45a66d132945b187c33f6bef9fdb01db5;US;MI;Coldwater;Central
c21b15a189bc4a939bfd8bd5b2003acb3b8f445e80ce926c9641a10b18cf9624;CA;BC;Prince George;Canada
b1061c9a9481334789a30eaf3cc33d91f1d6a38cd3ad951de7ec7f724a229e1f;UK;Não Informado;Santiago;International
87afd1f6f37a903e9a9a37e258bae7d28345ce7c0441d17b733c177a52cdb761;US;NY;Elma;Northeast
64d70bd6adb878d37b7a14e9c1a6242e1711f87c9fefc37ce96b155caf0074df;US;WI;Marshfield;Central
c16f1b18d5947daa0f0c73a12c7b9f2032b049a23d6fedab1515c68e7369dcc7;US;IN;Valparaiso;Central
4049e35b169eaf0624d3d53e3a3205fe3df897254eead8cfa15457e2d68d8c2d;US;MN;Grand Rapids;Central
ad8f0601fb0243f8735915a198ace007472783377257cd2abe9839626254f865;US;FL;Orlando;Southern
013cf9f47b24c769fe5fa231d8e6ece144493ae052bf4a43aeda4c8e74d144fa;US;GA;Duluth;Southern
ce3135713f7bdfaa2e992e8a592173a78465bfbc89294dfa3b6f90fe0d822dce;US;MI;Kalamazoo;Central
97f50e9c3a4f7ce6a1d96361ad7692f597890ba8b3e945d89f0f398c03058e2e;US;NY;West Sayville;Northeast
76da6b93a695fc545578bcf5e23f3fd92b39c48c8d6e6daca0b395e3ad3d6ac6;US;WI;Janesville;Central
aef3d3957924fef34af1108f1e42bb99510186a0306b0c3db0c56d255a8a5ebf;US;OR;Aurora;Western
41f498ea4c4f924d9671df17971ab7e968f75fc088072409ecf3c07b4078f751;CA;ON;Ingersoll;Canada
1dadaab299809b05b783dd33b4e2a1ed544d4fa599d4c78aac2e237f6416a11f;UK;Não Informado;Beijing 100088;International
c4c64416c21ac9edfc44cc6eebfc77f26e35f5a2462894811356927405aabc56;US;CA;Cypress;Western
2dde4f50db8a49e75005f0c473cf08074dc0d19852635610222da59229029ef1;US;FL;Miami;Southern
4a1be1e3fe547f883c4197668e3f5f1c1631f3d099c0fbc72f03367f75600b31;US;MA;Framingham;Northeast
a65bbd0d8d7d958e98c2ac3dc43b154027e4d564701b066c21b75b3db806ae85;US;GA;Villa Rica;Southern
f406eaa5941f80abcf01588236c9488409020a9f2fb3ff9e0454a195bf5d7a4b;UK;Não Informado;FIN 00710;International
ee5bc2c37556c53d745f5fe4e54f5295e4ebdfbc283938325ee7c423fa8d4053;UK;Não Informado;Sollinge Molle;International
1486d7a95c94d8d5099713d59f030af04d2bb57630e7b631f4a49e71ef832fc6;UK;Não Informado;Valencia;International
c595531ac5df934959dd4576e1aef4368ce3c4648ce3e028e1ba91f1a21ca09c;IR;Não Informado;Guadalajara Jal Mexico;International
dc0b9236dda186d3c309a10e5a1ec0a4cda4e92e3a03bda4dd02c080372c9304;US;VA;Richmond;Northeast
90bb4b2f07dd0b10f211ffd8529a7870966886bd61449e091eeac2d1f9c1453e;US;ID;Boise;Western
cee59eab2d38ad533090799c0b590e67c82d3f688d553667bb9ed140e3a26612;US;CA;Irvine;Western
838baa68d634a6104a9251233725722e83535355f747c32bf19a8334d6ba5be0;US;FL;Ormond Beach;Southern
4693a3cba01e3c1587be0cce7dd1d0c0297ca1b7deb0567ceb4229cd185efc45;US;IN;Fairmount;Central
01f5d068a2c9bbe9836be8e3560edc5d0f109701ab9281f5bf3b7b27490a3485;UK;Não Informado;Não Informado;International
3619393e43ca42cac7df8fea5fb6e40bf24d4384ad410a2358d56aac7abb3045;US;IL;Raleigh;Central
381ad42b18e5c60318a4ee00637a4419328db0f2b156e23bb21b43755fd7884a;US;KY;Elizabethtown;Southern
8c5b7b5fa3c40d7405db1dece76e9dd746e8237e9556ddc74780bf07db663e9a;US;PA;Shady Grove;Northeast
1a0564c5eeb28e630050ad66dc4bbc41e47db3b49faf255676362b0456e95986;US;OK;Okarche;Southern
1da0d14b8b0a548fbde1ed55320f33d4425be44be31169aa4b11972c58796433;US;TX;Dallas;Southern
1845794c5626703918e58363bf1b2970c4c956e737048cdf06aaace6beea41cd;UK;Não Informado;00-394 Warsaw;International
19997a3292a351021a961e9fbb0d3b1049c0d5bf161079c49311e189be415d08;US;PA;Pittsburgh;Northeast
3a562885ec06c28b4ee121e308f965199521c38f754ed1eb5ab192fd257d77d1;US;UT;Buffdale;Western
42da55d4ca9e831a8d89680dc26a0bbe69db241dd4e8b3067d351b4eac1ebdbc;US;MI;Newport;Central
8a62ca0e2909acfd2818e792c78abfe26be2eb782a8363e09a114c3c1c6451f2;US;TN;Memphis;Southern
a4c2c5482a062f831dc7aad529c57b1c10f2eef5bb2224f3211f033a61f5f959;US;WA;Tumwater;Western
0690d4307db3d7440548d159ae6f166cc17576c3bacc5829f31bff6064f775c7;CA;QU;Boucherville;Canada
3bc0d059da6e1178a33e35c0c03af084f15e569ded75fa65844e8ee45ab2e8e2;US;PA;Wrightsville;Northeast
25e1d368ade5dd0438b5b1a1775438d6d648a4239a5b188dcd77a807d401e2d9;US;MT;Billings;Western
060abd82e62ec2b89500ab41f6128a097c034e32b60ab9046ba516aa63d8339e;US;CO;Fort Collins;Western
b040d5ae1178cc1440c50665e6b02bb14cd826f4167d19f69d58a0b1e2e47625;US;MS;Greenwood;Southern
fb7961f5db4928c0b9ccbc50ab32df790b84925115479688d5ac7107702bba0e;US;ID;Rexburg;Western
936f0435591ac58fc61a0f4272d6bf3c9c73f044ce6de4c64609a90bae81773e;US;MI;Wayne;Central
c3e7b2da593fc52845a7ef4dd2bb04c379821f8570062da5417f77cf2d0bef44;US;KS;Waterville;Central
76b2940be77af5004db40f709e5c15fa508bb05a32b4232fd6b997c630e63a99;US;CA;Stockton;Western
37c5b6beef6b9c68319988bb069dd3e1472aaca4192aa82b1435cefa0420304e;US;IL;Chicago;Central
ec925f44f86ff1ee32354267354ebe2625de2becd4b81d00b51f647aa281aa89;US;SC;Greenville;Southern
7b873419bd15bb5f8b68fdad4a48b4a2cb4bf21cc7f8ad5970ec5a65cdbffb20;US;IL;Aurora;Central
addf9f705050c62b36d70c60302b780a6cfa144aecdce2f0c2266262dcfcb809;US;TX;Brownsville;Southern
086d5746e0bd888fc145ab4fa4ba05093b2dae06726dd8031dbec6ec4814cb1c;US;WI;Depere;Central
291db2c3ddfa86128b68871fed0aed3976981259b937fa9cdcf690f416c7efbc;US;IN;Elkhart;Central
ce2fb2e583990288ca1244e16f418e9d9737a7e92ea6836b6dafa01e726a398d;US;NE;Sidney;Central
57c647bd22056270e8e355969cae8a642fff935081db9a228a0ab383cf92cc8f;US;MS;Cleveland;Southern
2d44d7ed90d80a710529049ce20faf17f17c2e8633fa15a173d1bfdeb17f9e26;US;PA;Exeter;Northeast
9f870a9bd1f7e2f13175fff7ca65946ea20009eb3246ea772e352c97761d9e7d;US;CA;Tulare;Western
30084c987cdd4fc09731b867adbf791e1b8ac1f3fe0f42ed3beb901549c56739;US;IA;Garner;Central
96789e288f24486a7244b826b5c573a1c4ef85d3a5168aa7722ad46b150680d4;US;CA;Brea;Western
94a524faafd44b76438db8281768eaaa8041cc3c664a400ea62442fda0a8744c;US;PA;Mercer;Northeast
0e23193a1cf659dad33c614ce0c2d932cd43af650903cc0975dd32b5859fb40a;US;MD;Frederick;Northeast
079b4688103c072787c1859571c3df92001d57268aae534cc7aefda05e176a42;US;IA;Sioux Center;Central
639c9654c2e9808f540cf3898fa28c0b9ca07ebc939181da3970020df1f485ef;UK;Não Informado;Madrid;International
dda08001bb603b14677a80213e73f98dff08c5cbc12d3656ef802d454059b633;US;IN;New Castle;Central
de3ff1ad993467a95afded05753ff2a0a2e05eba641bdf9402c9092473988b94;US;TN;Ooltewah;Southern
28a0be54e4b3f30582c705a59c0fbff22865cd2d72aabb126c2f51b9f67c05a4;US;OH;Columbus;Central
62cfdef37151c5fe844676f167e4281d6690807d94cebce7f66c1460ce9f12b2;US;NH;North Hampton;Northeast
7db6dd769afd538a5c69bc689e097141c9c4de158579feb88902fd26d7b2aecd;US;IL;Highland;Central
95a1ca28eecbebfd014b081037bc9964ddea327b378e2f9a161050c5e7ddfbf8;US;TX;Jasper;Southern
00b3ab0fefdb84a017f1a8e941b82944f288e3b879d01e704a4cb22c733065cd;US;WI;Chippewa Falls;Central
d807529a94fbf431935de425083dbdad6e196aff206c041acee6188efbbf0462;US;IL;MOLINE;Central
0fb7a5c29a8286a592d993c6ecf6da3fd4f66c2e5775dd1a98ac0b34e1e75593;AU;Não Informado;Johannesburg;International
a99587540d352320805f1b5a3e8ab2abc99262fbf1836f2ff421b58f0332b61e;AU;Não Informado;Hamamatsu City;International
608aa18fb90a027be4540c5284756e306eaea13cb5f4987da37f832417e54681;US;CO;Breckenridge;Western
46dbc16c6c09971df293078232b52b96cef08186d19c938141395eb403e1d2a0;US;OH;Dover;Central
ffbe3d9e7227a9e2345f4c524e19e4b6b409afc5587bca2aace51fa3d8b31e86;US;NJ;Somerset;Northeast
bd0cf332addd425ef5c6bc1bed3cc1d5956833811ea02326f65b0ecfffff2b99;US;IL;McHenry;Central
2f8e05568a4896036ab21c110aea8f9542b88192fb2486f7ddc848c0aca4d964;US;IN;Middlebury;Central
d8b06b796f14a69f6892371162752babb7124599634d1b7a3b1b83daf00fc284;US;MO;Hazelwood;Central
adb9f5ded23c42b730c5d73512c727c80ea39cc1b53d8e41319adc0b459b04e4;US;TX;Odessa;Southern
023d997db9de7a9c42a2b8cb0b2ff88b2e112f191896c3ad29363e54d63203fa;US;CA;Trinity Center;Western
d554e6670ade7e80b1b5cdf1dc40cacbb04b3500b3a3b4c21b214b677ee7bc6e;US;NC;Cramerton;Southern
055e1facaf21c8da8345b6c392aca112c83d47c47ad1433f77b091625f96c9cf;US;NC;Charlotte;Southern
62a539bf878d257c2feeded5c5ff5997076907fa6702cbdae594149d12e0acfe;AU;Não Informado;Seoul;International
c7bd2172b9d0af1fa220a6e1fb6addce08d42d97edd3f8dc04b9a49e6097c256;US;CA;Rancho Cordova;Western
94252a4c9b171f97186feca3886403f2f253487cb4f36010884a8b94961eaee7;US;WI;Shawano;Central
961baa7ea4d774b5be89493dddda70b8c1535d8dda62d1bfa7d3936b4e6314fc;US;TX;Irving;Southern
19913b6dc218b594eea044f42cca6b698dc0656d1341ddd822e33c104b95c8d9;US;MI;Livonia;Central
b65fe6e4648194809059ab15f89c7de4fdbbf89f368bdfee0fdf6a3eecc5f0ce;US;MO;Cape Girardeau;Central
732e7ad98f8ee40ff2e84c6128252a92add8cdf922d2e878950d89dccdead536;UK;Não Informado;Bogota;International
7a2e567e5baad46769b894673aeb6c64b88f3a12ba981d275100b8cbd2c06bcc;AU;Não Informado;Não Informado;International
718a5e244a0b2132f7e4fe5118c77aa8cdf5ec38bed636e199384dafe22c7f67;US;WI;Milwaukie;Central
b9b1cb7e4ee6db5dff563b47c0a915102c0f75c54cc389936a09e6d1c22c7e3b;UK;Não Informado;West Midlands;International
9ce27700245ebcc5994cfce9541f8ad6b4429fdbaee48523146b24e33560226e;US;LA;Springhill;Southern
